# tier-2 gate partition table -- #868
# GENERATED by scripts/gate_partition_build.py from measured logs.
# Do not hand-edit a verdict: the runner re-checks each module's sha256
# and demotes any module whose bytes no longer match its proof.
# commit      9164adb942
# gate path   test/registered/unit/managers
# serial ref  /tmp/868_serial_ref.log
#             {'failed': 15, 'passed': 4111, 'skipped': 18, 'warning': 29} wall=888.46s
# solo dir    /tmp/868_solo
# hermetic    every run behind this table used CUDA_VISIBLE_DEVICES=""
#
# #895 (2026-08-26): four rows RE-CLASSIFIED RANKS -> SERIAL by the
# NOT_CROWDING_PROVABLE rule added to gate_partition_build.py. The rule is
# in the builder, so a future rebuild reproduces it; the rows were applied
# here without a rebuild because the logs behind this table (/tmp/868_solo,
# /tmp/868_serial_ref.log) no longer exist. sha256 and ref_failures are
# UNCHANGED from the original measurement -- only verdict and reason moved.
#
# verdicts
#   PARALLEL  solo failure set == serial failure set -> wide lane
#   RANKS     same proof, but the module spawns real ranks -> narrow lane,
#             bounded workers so no rank is starved past its timeout
#   SERIAL    proof failed -> one process, one order (reason below)
#   EXCLUDED  cannot run at the desk at all (needs a card) -> neither track,
#             reported on every run so the gate is never read wider than it is
# totals      {'PARALLEL': 270, 'RANKS': 31, 'SERIAL': 5, 'EXCLUDED': 3}
#
#module	verdict	reason	sha256	ref_failures
test/registered/unit/managers/test_admission_intake_713.py	PARALLEL	solo_equals_serial	993535b4dd1e1662	
test/registered/unit/managers/test_admission_relief_ladder_679.py	PARALLEL	solo_equals_serial	15fa335896fa2edb	
test/registered/unit/managers/test_admission_wedge_clock_wiring_699.py	PARALLEL	solo_equals_serial	0f139658889e44e7	
test/registered/unit/managers/test_admission_wedge_detector_699.py	PARALLEL	solo_equals_serial	c6ed05917dbecbbb	
test/registered/unit/managers/test_admission_wedge_prefill_progress_739.py	PARALLEL	solo_equals_serial	cdf84b4fd5891499	
test/registered/unit/managers/test_arena_high_water_631.py	EXCLUDED	needs_device:CVD_empty_fails_NOTE860_0.7	f959c033d06e09d3	test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_a_carrierless_stack_does_not_raise,test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_pp_larger_recommits_on_tp_to_pp,test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_pp_larger_still_releases_on_pp_to_tp,test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_pp_to_tp_commits_before_it_copies,test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_the_metal_sequence_that_faulted,test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_the_refill_leg_is_instrumented,test/registered/unit/managers/test_arena_high_water_631.py::TestArenaHighWater::test_the_tail_is_still_released_after_the_copy
test/registered/unit/managers/test_armed_gate_scope_748.py	PARALLEL	solo_equals_serial	b868043109821baa	
test/registered/unit/managers/test_arming_advice_reads_actuator_851.py	PARALLEL	solo_equals_serial	a8804a2b31db845a	
test/registered/unit/managers/test_arming_draw_excuse_696.py	PARALLEL	solo_equals_serial	ec72d5854599a962	
test/registered/unit/managers/test_arming_economy_759.py	PARALLEL	solo_equals_serial	7a0d61f1937990cd	
test/registered/unit/managers/test_arming_floor_actuator_826.py	PARALLEL	solo_equals_serial	6a39d01784276366	
test/registered/unit/managers/test_arming_floor_funding_662.py	PARALLEL	solo_equals_serial	c2e395a659a50fde	
test/registered/unit/managers/test_arming_reachability_preflight_w2.py	PARALLEL	solo_equals_serial	1c4f5a3271e32a48	
test/registered/unit/managers/test_attach_partial_rollback_545.py	PARALLEL	solo_equals_serial	c2f56b84c0b7e360	
test/registered/unit/managers/test_band_premise_853.py	PARALLEL	solo_equals_serial	593e2d87c8f58d1c	
test/registered/unit/managers/test_batch_line_phase_field_758.py	PARALLEL	solo_equals_serial	6a0571aa6bd4e969	
test/registered/unit/managers/test_batch_result_processor_spec_grammar.py	PARALLEL	solo_equals_serial	0bb0ab1c64a55f8f	
test/registered/unit/managers/test_both_blocked_binding_resource_708.py	PARALLEL	solo_equals_serial	a373000b2e73af15	
test/registered/unit/managers/test_both_blocked_routing_698.py	PARALLEL	solo_equals_serial	95af30bdce373131	
test/registered/unit/managers/test_both_blocked_two_zeros_701.py	PARALLEL	solo_equals_serial	66b18ebc7d388e91	
test/registered/unit/managers/test_carry_parked_extent_interaction_731_744.py	PARALLEL	solo_equals_serial	162475dc43b013d4	
test/registered/unit/managers/test_carry_queue_duplication_731.py	PARALLEL	solo_equals_serial	e2e1c84e629240fb	
test/registered/unit/managers/test_census_owner_probe_773.py	PARALLEL	solo_equals_serial	7eddb088031a6b94	
test/registered/unit/managers/test_census_withheld_term_814.py	PARALLEL	solo_equals_serial	19a5913f02cf19c8	
